[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, quantum design, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Temp(K),Field(Oe),source(A),R(V),R(ohm)
3756102127.715400,297.007400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102127.837400,296.966200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102128.028400,296.966200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102128.150400,296.925000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102128.387400,296.925000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102128.555400,296.925000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102128.799400,296.880500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102128.997400,296.880500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102129.097400,296.880500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102129.282400,296.833700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102129.492400,296.833700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102129.676400,296.789500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102129.833400,296.789500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102130.063400,296.789500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102130.228400,296.744200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102130.329400,296.744200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102130.543400,296.695600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102130.779400,296.695600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102130.956400,296.695600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102131.151400,296.646400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102131.369400,296.646400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102131.504400,296.597400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102131.796400,296.597400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102131.966400,296.597400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102132.102400,296.550300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102132.304400,296.550300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102132.422400,296.550300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102132.641400,296.499600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102132.787400,296.499600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102133.034400,296.446900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102133.290400,296.446900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102133.399400,296.397100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102133.645400,296.397100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102133.855400,296.397100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102134.069400,296.343100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102134.217400,296.343100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102134.375400,296.343100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102134.558400,296.289500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102134.767400,296.289500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102134.936400,296.234400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102135.175400,296.234400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102135.275400,296.234400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102135.434400,296.178000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102135.631400,296.178000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102135.773400,296.178000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102135.993400,296.120500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102136.216400,296.120500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102136.434400,296.063700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102136.539400,296.063700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102136.750400,296.063700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102136.912400,296.003800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102137.188400,296.003800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102137.313400,295.943300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102137.571400,295.943300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102137.672400,295.943300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102137.870400,295.882900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102138.124400,295.882900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102138.298400,295.882900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102138.421400,295.822100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102138.621400,295.822100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102138.741400,295.822100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102138.887400,295.756100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102139.082400,295.756100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102139.293400,295.694400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102139.504400,295.694400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102139.657400,295.631400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102139.870400,295.631400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102140.027400,295.631400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102140.321400,295.564300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102140.427400,295.564300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102140.630400,295.564300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102140.798400,295.497000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102140.993400,295.497000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102141.098400,295.432300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102141.395400,295.432300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102141.509400,295.432300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102141.750400,295.367000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102141.888400,295.367000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102142.023400,295.367000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102142.168400,295.300300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102142.452400,295.300300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102142.589400,295.228800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102142.782400,295.228800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102142.966400,295.228800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102143.108400,295.164400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102143.429400,295.164400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102143.612400,295.095200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102143.736400,295.095200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102143.931400,295.095200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102144.049400,295.030500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102144.279400,295.030500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102144.407400,294.964700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102144.644400,294.964700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102144.801400,294.964700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102144.938400,294.964700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102145.071400,294.895600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102145.324400,294.895600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102145.425400,294.831500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102145.711400,294.831500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102145.885400,294.831500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102146.009400,294.765600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102146.204400,294.765600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102146.355400,294.765600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102146.570400,294.703300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102146.752400,294.703300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102146.946400,294.703300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102147.050400,294.638600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102147.257400,294.638600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102147.418400,294.571600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102147.630400,294.571600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102147.811400,294.512500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102148.031400,294.512500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102148.183400,294.512500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102148.349400,294.449000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102148.517400,294.449000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102148.764400,294.389600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102149.009400,294.389600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102149.150400,294.389600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102149.333400,294.389600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102149.469400,294.329400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102149.691400,294.329400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102149.859400,294.275700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102150.140400,294.275700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102150.311400,294.275700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102150.522400,294.220700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102150.735400,294.167600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102150.863400,294.167600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102151.129400,294.167600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102151.229400,294.116500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102151.408400,294.116500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102151.596400,294.116500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102151.760400,294.068600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102151.885400,294.068600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102152.124400,294.068600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102152.265400,294.021700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102152.538400,294.021700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102152.736400,293.981000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102152.902400,293.981000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102153.162400,293.939000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102153.330400,293.939000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102153.516400,293.902700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102153.765400,293.902700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102153.979400,293.902700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102154.132400,293.868100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102154.371400,293.868100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102154.499400,293.868100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102154.749400,293.837400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102154.934400,293.837400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102155.065400,293.837400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102155.297400,293.810900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102155.442400,293.810900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102155.677400,293.782500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102155.829400,293.782500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102155.996400,293.782500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102156.142400,293.762100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102156.371400,293.762100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102156.532400,293.743000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102156.762400,293.743000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102156.872400,293.743000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102157.021400,293.727900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102157.158400,293.727900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102157.358400,293.727900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102157.542400,293.714300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102157.774400,293.714300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102157.911400,293.706000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102158.120400,293.706000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102158.309400,293.706000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102158.425400,293.703600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102158.718400,293.703600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102158.819400,293.703600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102158.998400,293.701900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102159.149400,293.701900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102159.331400,293.701900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102159.455400,293.702800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102159.748400,293.702800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102159.905400,293.705700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102160.061400,293.705700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102160.255400,293.705700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102160.463400,293.712500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102160.618400,293.712500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102160.889400,293.726400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102161.027400,293.726400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102161.242400,293.726400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102161.353400,293.739100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102161.596400,293.739100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102161.720400,293.756200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102162.022400,293.756200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102162.123400,293.756200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102162.333400,293.776000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102162.569400,293.776000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102162.695400,293.797900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102163.054400,293.797900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102163.171400,293.797900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102163.372400,293.824100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102163.500400,293.824100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102163.721400,293.849800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102163.856400,293.849800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102164.135400,293.849800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102164.259400,293.879600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102164.474400,293.879600,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102164.634400,293.911800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102164.858400,293.911800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102165.037400,293.911800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102165.328400,293.946700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102165.439400,293.946700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102165.646400,293.982400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102165.810400,293.982400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102166.020400,293.982400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102166.165400,294.018800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102166.464400,294.018800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102166.655400,294.061900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102166.768400,294.061900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102167.039400,294.102900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102167.313400,294.102900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102167.450400,294.102900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102167.645400,294.144200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102167.813400,294.144200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102167.984400,294.144200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102168.160400,294.187700,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102168.483400,294.233200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102168.748400,294.233200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102168.849400,294.233200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102169.042400,294.277400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102169.182400,294.277400,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102169.480400,294.324100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102169.614400,294.324100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102169.823400,294.324100,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102169.956400,294.372800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102170.134400,294.372800,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102170.324400,294.419500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102170.590400,294.419500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102170.732400,294.419500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102170.929400,294.419500,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102171.055400,294.467900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102171.276400,294.467900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102171.400400,294.517900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102171.698400,294.517900,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102171.822400,294.568300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102172.019400,294.568300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102172.170400,294.568300,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102172.405400,294.616200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102172.543400,294.616200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102172.767400,294.616200,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102172.898400,294.662000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102173.089400,294.662000,Chasing,1000.197000,StablePersistent,PurgedAndSealed
3756102173.217400,294.662000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102173.471400,294.707500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102173.705400,294.707500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102173.861400,294.759100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102174.091400,294.759100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102174.206400,294.803400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102174.461400,294.803400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102174.626400,294.803400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102174.849400,294.847400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102175.023400,294.847400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102175.194400,294.847400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102175.402400,294.891400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102175.619400,294.891400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102175.790400,294.934600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102176.067400,294.934600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102176.264400,294.975000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102176.502400,294.975000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102176.644400,295.013700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102176.940400,295.013700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102177.166400,295.013700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102177.295400,295.053900,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102177.583400,295.053900,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102177.718400,295.090200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102177.960400,295.090200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102178.123400,295.127400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102178.362400,295.127400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102178.515400,295.127400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102178.718400,295.159300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102178.836400,295.159300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102179.053400,295.193000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102179.314400,295.193000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102179.467400,295.193000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102179.685400,295.223100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102179.860400,295.223100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102180.095400,295.249700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102180.363400,295.249700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102180.491400,295.273100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102180.722400,295.273100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102180.870400,295.273100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102181.066400,295.298200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102181.209400,295.298200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102181.497400,295.298200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102181.617400,295.320000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102181.835400,295.320000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102181.966400,295.339800,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102182.208400,295.339800,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102182.360400,295.339800,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102182.610400,295.355200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102182.739400,295.355200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102182.923400,295.355200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102183.050400,295.373500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102183.274400,295.373500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102183.463400,295.384100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102183.732400,295.384100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102183.854400,295.394500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102184.058400,295.394500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102184.265400,295.394500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102184.410400,295.403700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102184.668400,295.403700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102184.813400,295.403700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102185.013400,295.410100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102185.138400,295.410100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102185.319400,295.411300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102185.571400,295.411300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102185.714400,295.411300,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102185.925400,295.413400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102186.058400,295.413400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102186.241400,295.411900,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102186.451400,295.411900,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102186.629400,295.411900,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102186.846400,295.411600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102187.008400,295.411600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102187.195400,295.411600,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102187.299400,295.408400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102187.556400,295.408400,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102187.730400,295.401000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102187.919400,295.401000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102188.050400,295.401000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102188.231400,295.401000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102188.371400,295.392700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102188.580400,295.392700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102188.751400,295.383000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102189.037400,295.383000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102189.237400,295.371200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102189.457400,295.371200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102189.557400,295.371200,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102189.704400,295.359000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102189.971400,295.359000,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102190.094400,295.344500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102190.290400,295.344500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102190.458400,295.344500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102190.625400,295.344500,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102190.772400,295.330100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102191.097400,295.330100,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102191.198400,295.312700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102191.418400,295.312700,Near,1000.197000,StablePersistent,PurgedAndSealed
3756102191.533400,295.312700,Near,1000.197000,StablePersistent,PurgedAndSealed
